Employee ID,EmployeeType,EmployeeType_Encoded,PayZone,PayZone_Encoded,DepartmentType,DepartmentType_Encoded,GenderCode,GenderCode_Encoded,RaceDesc,RaceDesc_Encoded,MaritalDesc,MaritalDesc_Encoded,Performance Score,Performance Score_Encoded,Current Employee Rating
1686,Contract,0,Zone C,2,IT/IS,2,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1687,Part-Time,2,Zone C,2,IT/IS,2,Male,1,White,4,Widowed,3,Fully Meets,1,3
1688,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1689,Part-Time,2,Zone C,2,Admin Offices,0,Male,1,Other,3,Married,1,Fully Meets,1,3
1690,Contract,0,Zone A,0,Admin Offices,0,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1691,Contract,0,Zone A,0,IT/IS,2,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1692,Part-Time,2,Zone C,2,IT/IS,2,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1693,Contract,0,Zone C,2,IT/IS,2,Female,0,Other,3,Single,2,Fully Meets,1,3
1694,Part-Time,2,Zone A,0,IT/IS,2,Male,1,Asian,0,Married,1,Fully Meets,1,3
1695,Contract,0,Zone C,2,IT/IS,2,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1696,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1697,Full-Time,1,Zone B,1,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1698,Full-Time,1,Zone A,0,IT/IS,2,Male,1,White,4,Married,1,Fully Meets,1,3
1699,Contract,0,Zone C,2,Admin Offices,0,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1700,Contract,0,Zone C,2,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1701,Contract,0,Zone A,0,IT/IS,2,Male,1,Other,3,Single,2,Fully Meets,1,3
1702,Contract,0,Zone A,0,IT/IS,2,Female,0,Other,3,Single,2,Fully Meets,1,3
1703,Full-Time,1,Zone B,1,Sales,4,Female,0,Other,3,Single,2,Fully Meets,1,3
1704,Part-Time,2,Zone C,2,IT/IS,2,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1705,Part-Time,2,Zone B,1,IT/IS,2,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1706,Contract,0,Zone A,0,IT/IS,2,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1707,Part-Time,2,Zone C,2,IT/IS,2,Male,1,Asian,0,Married,1,Fully Meets,1,3
1708,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1709,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,3
1710,Part-Time,2,Zone A,0,Admin Offices,0,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1711,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1712,Full-Time,1,Zone A,0,IT/IS,2,Female,0,Black,1,Single,2,Fully Meets,1,3
1713,Contract,0,Zone B,1,IT/IS,2,Female,0,Asian,0,Married,1,Fully Meets,1,3
1714,Full-Time,1,Zone B,1,Sales,4,Female,0,White,4,Married,1,Fully Meets,1,3
1715,Full-Time,1,Zone B,1,IT/IS,2,Female,0,White,4,Divorced,0,Fully Meets,1,3
1716,Contract,0,Zone C,2,IT/IS,2,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1717,Part-Time,2,Zone B,1,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1718,Full-Time,1,Zone B,1,IT/IS,2,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1719,Contract,0,Zone B,1,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1720,Part-Time,2,Zone C,2,IT/IS,2,Male,1,Other,3,Single,2,Fully Meets,1,3
1721,Full-Time,1,Zone B,1,IT/IS,2,Male,1,White,4,Divorced,0,Fully Meets,1,3
1722,Full-Time,1,Zone B,1,IT/IS,2,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1723,Full-Time,1,Zone B,1,Sales,4,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1724,Part-Time,2,Zone C,2,IT/IS,2,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1725,Contract,0,Zone A,0,IT/IS,2,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1726,Contract,0,Zone B,1,IT/IS,2,Male,1,Asian,0,Single,2,Fully Meets,1,3
1727,Full-Time,1,Zone B,1,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1728,Full-Time,1,Zone C,2,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1729,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1730,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1731,Contract,0,Zone B,1,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1732,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1733,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1734,Contract,0,Zone C,2,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,3
1735,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1736,Contract,0,Zone A,0,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3
1737,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1738,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3
1739,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1740,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1741,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1742,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1743,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3
1744,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1745,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1746,Full-Time,1,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1747,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1748,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1749,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1750,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1751,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1752,Part-Time,2,Zone B,1,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3
1753,Contract,0,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1754,Part-Time,2,Zone C,2,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3
1755,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1756,Part-Time,2,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1757,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1758,Part-Time,2,Zone B,1,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3
1759,Contract,0,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3
1760,Part-Time,2,Zone C,2,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,3
1761,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1762,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1763,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1764,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1765,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1766,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1767,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1768,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1769,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1770,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,3
1771,Part-Time,2,Zone C,2,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1772,Contract,0,Zone A,0,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1773,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,3
1774,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1775,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3
1776,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1777,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1778,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1779,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1780,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1781,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1782,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1783,Part-Time,2,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1784,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1785,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1786,Full-Time,1,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1787,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,3
1788,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1789,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1790,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1791,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1792,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1793,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1794,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1795,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1796,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1797,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1798,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1799,Part-Time,2,Zone C,2,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,3
1800,Part-Time,2,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1801,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1802,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1803,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1804,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1805,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1806,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3
1807,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1808,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1809,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1810,Full-Time,1,Zone A,0,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3
1811,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1812,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1813,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1814,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1815,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1816,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3
1817,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1818,Contract,0,Zone C,2,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1819,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1820,Full-Time,1,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1821,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1822,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1823,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,3
1824,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3
1825,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3
1826,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Exceeds,0,3
1827,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Needs Improvement,2,3
1828,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Divorced,0,Exceeds,0,3
1829,Part-Time,2,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Exceeds,0,3
1830,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Needs Improvement,2,3
1831,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Needs Improvement,2,3
1832,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Needs Improvement,2,3
1833,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Needs Improvement,2,3
1834,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Divorced,0,Needs Improvement,2,3
1835,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Needs Improvement,2,3
1836,Part-Time,2,Zone B,1,Production       ,3,Male,1,Hispanic,2,Divorced,0,Needs Improvement,2,3
1837,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Needs Improvement,2,3
1838,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Exceeds,0,3
1839,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Exceeds,0,3
1840,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Exceeds,0,3
1841,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Exceeds,0,3
1842,Part-Time,2,Zone B,1,Production       ,3,Male,1,Asian,0,Divorced,0,Exceeds,0,3
1843,Full-Time,1,Zone C,2,Production       ,3,Male,1,Hispanic,2,Married,1,Needs Improvement,2,3
1844,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Exceeds,0,3
1845,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,Needs Improvement,2,3
1846,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Single,2,Needs Improvement,2,3
1847,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Needs Improvement,2,3
1848,Contract,0,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,PIP,3,3
1849,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Divorced,0,PIP,3,3
1850,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Married,1,PIP,3,3
1851,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,PIP,3,3
1852,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,PIP,3,3
1853,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,PIP,3,3
1854,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,PIP,3,3
1855,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Married,1,Exceeds,0,3
1856,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Exceeds,0,3
1857,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Exceeds,0,3
1858,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Widowed,3,Exceeds,0,3
1859,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Exceeds,0,3
1860,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Exceeds,0,3
1861,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Exceeds,0,3
1862,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Single,2,Exceeds,0,3
1863,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Single,2,Exceeds,0,3
1864,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Exceeds,0,3
1865,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Exceeds,0,3
1866,Contract,0,Zone A,0,Production       ,3,Male,1,Asian,0,Divorced,0,Exceeds,0,3
1867,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Divorced,0,Needs Improvement,2,3
1868,Part-Time,2,Zone A,0,Production       ,3,Male,1,Black,1,Single,2,Needs Improvement,2,3
1869,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Exceeds,0,3
1870,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1871,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1872,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1873,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3
1874,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1875,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,3
1876,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3
1877,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Married,1,Fully Meets,1,3
1878,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1879,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1880,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1881,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3
1882,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1883,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1884,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1885,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3
1886,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3
1887,Full-Time,1,Zone C,2,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1888,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1889,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3
1890,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1891,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1892,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1893,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3
1894,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,3
1895,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3
1896,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1897,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1898,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1899,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1900,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1901,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1902,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1903,Part-Time,2,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3
1904,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1905,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1906,Part-Time,2,Zone B,1,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3
1907,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3
1908,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1909,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3
1910,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1911,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3
1912,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1913,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3
1914,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3
1915,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3
1916,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1917,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1918,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3
1919,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1920,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1921,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3
1922,Full-Time,1,Zone A,0,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3
1923,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1924,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3
1925,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3
1926,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3
1927,Full-Time,1,Zone C,2,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3
1928,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1929,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1930,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3
1931,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3
1932,Full-Time,1,Zone A,0,Sales,4,Male,1,Other,3,Widowed,3,Fully Meets,1,3
1933,Contract,0,Zone C,2,Sales,4,Female,0,Black,1,Widowed,3,Fully Meets,1,3
1934,Contract,0,Zone B,1,Sales,4,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1935,Part-Time,2,Zone A,0,Sales,4,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,3
1936,Full-Time,1,Zone B,1,Sales,4,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1937,Full-Time,1,Zone A,0,Sales,4,Female,0,Asian,0,Single,2,Fully Meets,1,3
1938,Part-Time,2,Zone A,0,Sales,4,Female,0,Other,3,Single,2,Fully Meets,1,3
1939,Contract,0,Zone C,2,Sales,4,Female,0,Asian,0,Married,1,Fully Meets,1,3
1940,Contract,0,Zone A,0,Sales,4,Female,0,Asian,0,Widowed,3,Fully Meets,1,3
1941,Contract,0,Zone A,0,Sales,4,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3
1942,Part-Time,2,Zone A,0,Sales,4,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1943,Contract,0,Zone A,0,Sales,4,Female,0,White,4,Widowed,3,Fully Meets,1,3
1944,Part-Time,2,Zone A,0,Sales,4,Female,0,Asian,0,Married,1,Fully Meets,1,3
1945,Full-Time,1,Zone A,0,Sales,4,Female,0,White,4,Married,1,Fully Meets,1,3
1946,Full-Time,1,Zone A,0,Sales,4,Female,0,Other,3,Widowed,3,Fully Meets,1,3
1947,Part-Time,2,Zone C,2,Sales,4,Female,0,White,4,Single,2,Fully Meets,1,3
1948,Part-Time,2,Zone B,1,Sales,4,Female,0,Black,1,Married,1,Fully Meets,1,3
1949,Contract,0,Zone A,0,Sales,4,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3
1950,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3
1951,Full-Time,1,Zone A,0,Sales,4,Female,0,Asian,0,Married,1,Fully Meets,1,3
