Employee ID,EmployeeType,EmployeeType_Encoded,PayZone,PayZone_Encoded,DepartmentType,DepartmentType_Encoded,GenderCode,GenderCode_Encoded,RaceDesc,RaceDesc_Encoded,MaritalDesc,MaritalDesc_Encoded,Performance Score,Performance Score_Encoded,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score
1705,Part-Time,2,Zone B,1,IT/IS,2,Female,0,Hispanic,2,Single,2,Fully Meets,1,3,4,4,1
1706,Contract,0,Zone A,0,IT/IS,2,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,3,2,5
1707,Part-Time,2,Zone C,2,IT/IS,2,Male,1,Asian,0,Married,1,Fully Meets,1,3,5,4,3
1708,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,3,4,5,4
1709,Full-Time,1,Zone C,2,IT/IS,2,Male,1,Black,1,Married,1,Fully Meets,1,3,5,4,2
1710,Part-Time,2,Zone A,0,Admin Offices,0,Male,1,Black,1,Divorced,0,Fully Meets,1,3,1,2,3
1711,Full-Time,1,Zone A,0,IT/IS,2,Male,1,Other,3,Widowed,3,Fully Meets,1,3,5,1,4
1712,Full-Time,1,Zone A,0,IT/IS,2,Female,0,Black,1,Single,2,Fully Meets,1,3,3,2,3
1713,Contract,0,Zone B,1,IT/IS,2,Female,0,Asian,0,Married,1,Fully Meets,1,3,4,4,5
1714,Full-Time,1,Zone B,1,Sales,4,Female,0,White,4,Married,1,Fully Meets,1,3,1,2,3
1715,Full-Time,1,Zone B,1,IT/IS,2,Female,0,White,4,Divorced,0,Fully Meets,1,3,2,2,5
1716,Contract,0,Zone C,2,IT/IS,2,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,2,1,1
1717,Part-Time,2,Zone B,1,IT/IS,2,Male,1,Asian,0,Widowed,3,Fully Meets,1,3,4,2,5
1718,Full-Time,1,Zone B,1,IT/IS,2,Male,1,Other,3,Divorced,0,Fully Meets,1,3,5,4,5
1719,Contract,0,Zone B,1,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,2,3,1
1720,Part-Time,2,Zone C,2,IT/IS,2,Male,1,Other,3,Single,2,Fully Meets,1,3,4,3,2
1721,Full-Time,1,Zone B,1,IT/IS,2,Male,1,White,4,Divorced,0,Fully Meets,1,3,5,4,4
1722,Full-Time,1,Zone B,1,IT/IS,2,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3,2,2,4
1723,Full-Time,1,Zone B,1,Sales,4,Female,0,Black,1,Widowed,3,Fully Meets,1,3,5,1,5
1724,Part-Time,2,Zone C,2,IT/IS,2,Female,0,Other,3,Divorced,0,Fully Meets,1,3,4,2,2
1725,Contract,0,Zone A,0,IT/IS,2,Male,1,Black,1,Divorced,0,Fully Meets,1,3,2,4,5
1726,Contract,0,Zone B,1,IT/IS,2,Male,1,Asian,0,Single,2,Fully Meets,1,3,3,5,3
1727,Full-Time,1,Zone B,1,IT/IS,2,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,4,2,4
1728,Full-Time,1,Zone C,2,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3,1,4,2
1729,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,1,1,2
1730,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,2,4,4
1731,Contract,0,Zone B,1,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3,1,4,1
1732,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,1,5,4
1733,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3,4,5,3
1734,Contract,0,Zone C,2,Production       ,3,Male,1,White,4,Widowed,3,Fully Meets,1,3,4,1,4
1735,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,4,4,5
1736,Contract,0,Zone A,0,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3,3,1,3
1737,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,4,5,2
1738,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3,4,1,2
1739,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,2,5,1
1740,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3,5,4,4
1741,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3,3,4,2
1742,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3,5,5,3
1743,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3,4,1,5
1744,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,2,1,4
1745,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3,4,4,3
1746,Full-Time,1,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,4,3,4
1747,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,1,4,4
1748,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,3,2,4
1749,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3,1,4,5
1750,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3,1,2,5
1751,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,4,4,1
1752,Part-Time,2,Zone B,1,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3,2,1,2
1753,Contract,0,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3,5,3,3
1754,Part-Time,2,Zone C,2,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3,5,5,1
1755,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,3,4,1,1
1756,Part-Time,2,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,3,2,4,4
1757,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,5,4,5
1758,Part-Time,2,Zone B,1,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3,5,3,5
1759,Contract,0,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3,5,2,4
1760,Part-Time,2,Zone C,2,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,3,5,3,2
1761,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3,3,2,1
1762,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,3,3,5
1763,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,4,2,4
1764,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3,2,3,5
1765,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3,5,5,2
1766,Contract,0,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3,1,5,2
1767,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,4,1,1
1768,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3,3,3,3
1769,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,4,3,5
1770,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Single,2,Fully Meets,1,3,1,3,5
1771,Part-Time,2,Zone C,2,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,3,2,1
1772,Contract,0,Zone A,0,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3,3,4,5
1773,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,3,5,5,2
1774,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,1,1,2
1775,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3,4,2,3
1776,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3,3,2,3
1777,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3,1,3,1
1778,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3,3,5,4
1779,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3,5,3,4
1780,Contract,0,Zone C,2,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,2,3,2
1781,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,2,2,4
1782,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3,3,4,1
1783,Part-Time,2,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,5,2,4
1784,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,2,3,1
1785,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,4,4,5
1786,Full-Time,1,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,4,2,1
1787,Contract,0,Zone B,1,Production       ,3,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,3,2,5,3
1788,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3,2,5,1
1789,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Widowed,3,Fully Meets,1,3,4,3,1
1790,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3,4,5,4
1791,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3,4,5,3
1792,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3,2,3,5
1793,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3,1,1,2
1794,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,4,4,2
1795,Full-Time,1,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,5,1,4
1796,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3,3,5,2
1797,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,3,3,5
1798,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3,3,2,4
1799,Part-Time,2,Zone C,2,Production       ,3,Male,1,Black,1,Married,1,Fully Meets,1,3,2,5,3
1800,Part-Time,2,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3,4,3,5
1801,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,3,4,3
1802,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,4,2,5
1803,Full-Time,1,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,1,3,1
1804,Part-Time,2,Zone A,0,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,3,3,5
1805,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3,3,3,1
1806,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3,1,2,5
1807,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,1,4,4
1808,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3,5,2,4
1809,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,5,2,1
1810,Full-Time,1,Zone A,0,Production       ,3,Male,1,Black,1,Divorced,0,Fully Meets,1,3,5,1,4
1811,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3,2,5,1
1812,Contract,0,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3,4,2,5
1813,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,3,5,3
1814,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3,3,3,1
1815,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3,1,4,5
1816,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Fully Meets,1,3,4,3,1
1817,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,3,1,5
1818,Contract,0,Zone C,2,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,3,1,3
1819,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3,3,1,1
1820,Full-Time,1,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3,5,4,3
1821,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,1,2,1
1822,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3,5,2,2
1823,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Fully Meets,1,3,4,4,3
1824,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3,3,1,1
1825,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3,1,3,3
1826,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Exceeds,0,3,3,2,5
1827,Contract,0,Zone C,2,Production       ,3,Female,0,Other,3,Widowed,3,Needs Improvement,2,3,1,3,5
1828,Part-Time,2,Zone B,1,Production       ,3,Male,1,Black,1,Divorced,0,Exceeds,0,3,3,3,2
1829,Part-Time,2,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Exceeds,0,3,2,1,2
1830,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Married,1,Needs Improvement,2,3,1,4,1
1831,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Widowed,3,Needs Improvement,2,3,2,2,2
1832,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Needs Improvement,2,3,1,2,4
1833,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Needs Improvement,2,3,4,3,2
1834,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Divorced,0,Needs Improvement,2,3,4,5,1
1835,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Single,2,Needs Improvement,2,3,5,2,2
1836,Part-Time,2,Zone B,1,Production       ,3,Male,1,Hispanic,2,Divorced,0,Needs Improvement,2,3,1,4,3
1837,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Needs Improvement,2,3,1,3,3
1838,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Exceeds,0,3,2,1,1
1839,Full-Time,1,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Exceeds,0,3,3,3,3
1840,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,Exceeds,0,3,5,1,4
1841,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Exceeds,0,3,3,5,3
1842,Part-Time,2,Zone B,1,Production       ,3,Male,1,Asian,0,Divorced,0,Exceeds,0,3,1,4,4
1843,Full-Time,1,Zone C,2,Production       ,3,Male,1,Hispanic,2,Married,1,Needs Improvement,2,3,1,5,4
1844,Part-Time,2,Zone A,0,Production       ,3,Female,0,Other,3,Single,2,Exceeds,0,3,2,1,4
1845,Part-Time,2,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,Needs Improvement,2,3,1,2,5
1846,Full-Time,1,Zone C,2,Production       ,3,Male,1,Black,1,Single,2,Needs Improvement,2,3,5,4,1
1847,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Needs Improvement,2,3,5,2,3
1848,Contract,0,Zone C,2,Production       ,3,Male,1,Black,1,Divorced,0,PIP,3,3,2,4,5
1849,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Divorced,0,PIP,3,3,2,4,4
1850,Contract,0,Zone A,0,Production       ,3,Female,0,White,4,Married,1,PIP,3,3,3,1,2
1851,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Single,2,PIP,3,3,1,1,4
1852,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Single,2,PIP,3,3,3,4,1
1853,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,PIP,3,3,4,3,5
1854,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Married,1,PIP,3,3,1,2,5
1855,Part-Time,2,Zone B,1,Production       ,3,Male,1,Other,3,Married,1,Exceeds,0,3,3,3,3
1856,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Exceeds,0,3,2,3,3
1857,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Divorced,0,Exceeds,0,3,1,4,1
1858,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Widowed,3,Exceeds,0,3,2,4,1
1859,Contract,0,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Exceeds,0,3,4,2,5
1860,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Exceeds,0,3,1,4,3
1861,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Widowed,3,Exceeds,0,3,1,2,4
1862,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Single,2,Exceeds,0,3,5,4,4
1863,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Single,2,Exceeds,0,3,5,2,2
1864,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Exceeds,0,3,3,2,1
1865,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Exceeds,0,3,1,3,4
1866,Contract,0,Zone A,0,Production       ,3,Male,1,Asian,0,Divorced,0,Exceeds,0,3,3,5,2
1867,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Divorced,0,Needs Improvement,2,3,1,5,2
1868,Part-Time,2,Zone A,0,Production       ,3,Male,1,Black,1,Single,2,Needs Improvement,2,3,5,3,3
1869,Part-Time,2,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Exceeds,0,3,1,2,3
1870,Contract,0,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,2,5,3
1871,Contract,0,Zone C,2,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,1,4,3
1872,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,1,2,5
1873,Contract,0,Zone C,2,Production       ,3,Female,0,Black,1,Married,1,Fully Meets,1,3,5,2,3
1874,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3,2,4,4
1875,Full-Time,1,Zone C,2,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,3,3,1,4
1876,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Single,2,Fully Meets,1,3,4,2,1
1877,Part-Time,2,Zone A,0,Production       ,3,Male,1,Asian,0,Married,1,Fully Meets,1,3,2,3,2
1878,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3,5,3,3
1879,Part-Time,2,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3,2,3,4
1880,Full-Time,1,Zone A,0,Production       ,3,Female,0,Black,1,Widowed,3,Fully Meets,1,3,5,1,2
1881,Full-Time,1,Zone B,1,Production       ,3,Male,1,Asian,0,Single,2,Fully Meets,1,3,3,5,3
1882,Full-Time,1,Zone A,0,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3,1,4,2
1883,Full-Time,1,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3,3,4,2
1884,Part-Time,2,Zone C,2,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3,1,3,3
1885,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3,1,2,4
1886,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Single,2,Fully Meets,1,3,3,2,5
1887,Full-Time,1,Zone C,2,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3,2,3,3
1888,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3,1,5,1
1889,Contract,0,Zone B,1,Production       ,3,Female,0,Other,3,Divorced,0,Fully Meets,1,3,5,4,4
1890,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,1,3,2
1891,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,2,5,2
1892,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3,3,3,3
1893,Contract,0,Zone A,0,Production       ,3,Male,1,White,4,Divorced,0,Fully Meets,1,3,2,3,4
1894,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Single,2,Fully Meets,1,3,3,1,5
1895,Part-Time,2,Zone A,0,Production       ,3,Female,0,White,4,Married,1,Fully Meets,1,3,4,5,2
1896,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,1,1,3
1897,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3,2,4,5
1898,Full-Time,1,Zone C,2,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3,4,5,5
1899,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3,2,4,5
1900,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,2,2,5
1901,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,4,1,5
1902,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3,2,5,3
1903,Part-Time,2,Zone C,2,Production       ,3,Female,0,Black,1,Divorced,0,Fully Meets,1,3,5,5,2
1904,Contract,0,Zone C,2,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,5,1,4
1905,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3,5,2,1
1906,Part-Time,2,Zone B,1,Production       ,3,Male,1,Hispanic,2,Widowed,3,Fully Meets,1,3,1,4,5
1907,Full-Time,1,Zone C,2,Production       ,3,Male,1,Asian,0,Widowed,3,Fully Meets,1,3,2,4,5
1908,Contract,0,Zone B,1,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,4,2,5
1909,Full-Time,1,Zone A,0,Production       ,3,Female,0,White,4,Widowed,3,Fully Meets,1,3,3,5,2
1910,Full-Time,1,Zone C,2,Production       ,3,Female,0,Hispanic,2,Divorced,0,Fully Meets,1,3,1,4,1
1911,Part-Time,2,Zone B,1,Production       ,3,Female,0,White,4,Divorced,0,Fully Meets,1,3,3,4,3
1912,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Married,1,Fully Meets,1,3,2,5,1
1913,Full-Time,1,Zone B,1,Production       ,3,Male,1,White,4,Married,1,Fully Meets,1,3,5,4,2
1914,Part-Time,2,Zone B,1,Production       ,3,Female,0,Other,3,Married,1,Fully Meets,1,3,4,4,5
1915,Part-Time,2,Zone B,1,Production       ,3,Female,0,Asian,0,Divorced,0,Fully Meets,1,3,2,3,5
1916,Full-Time,1,Zone A,0,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3,3,4,3
1917,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3,5,2,3
1918,Contract,0,Zone B,1,Production       ,3,Female,0,Black,1,Single,2,Fully Meets,1,3,3,5,5
1919,Contract,0,Zone A,0,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3,2,3,3
1920,Full-Time,1,Zone B,1,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,2,5,3
1921,Contract,0,Zone C,2,Production       ,3,Male,1,Other,3,Married,1,Fully Meets,1,3,3,2,5
1922,Full-Time,1,Zone A,0,Production       ,3,Male,1,Asian,0,Divorced,0,Fully Meets,1,3,1,1,3
1923,Full-Time,1,Zone B,1,Production       ,3,Female,0,Other,3,Widowed,3,Fully Meets,1,3,3,4,4
1924,Part-Time,2,Zone B,1,Production       ,3,Female,0,Hispanic,2,Married,1,Fully Meets,1,3,3,5,1
1925,Contract,0,Zone B,1,Production       ,3,Male,1,Other,3,Divorced,0,Fully Meets,1,3,1,5,3
1926,Contract,0,Zone A,0,Production       ,3,Male,1,Black,1,Single,2,Fully Meets,1,3,3,4,2
1927,Full-Time,1,Zone C,2,Production       ,3,Male,1,Hispanic,2,Married,1,Fully Meets,1,3,3,2,1
1928,Full-Time,1,Zone A,0,Production       ,3,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,4,5,5
1929,Contract,0,Zone A,0,Production       ,3,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,4,1,3
1930,Full-Time,1,Zone C,2,Production       ,3,Female,0,Asian,0,Single,2,Fully Meets,1,3,3,3,4
1931,Full-Time,1,Zone B,1,Production       ,3,Female,0,White,4,Single,2,Fully Meets,1,3,2,3,4
1932,Full-Time,1,Zone A,0,Sales,4,Male,1,Other,3,Widowed,3,Fully Meets,1,3,5,5,2
1933,Contract,0,Zone C,2,Sales,4,Female,0,Black,1,Widowed,3,Fully Meets,1,3,2,4,5
1934,Contract,0,Zone B,1,Sales,4,Female,0,Other,3,Widowed,3,Fully Meets,1,3,2,5,2
1935,Part-Time,2,Zone A,0,Sales,4,Male,1,Hispanic,2,Divorced,0,Fully Meets,1,3,5,1,4
1936,Full-Time,1,Zone B,1,Sales,4,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,3,3,5
1937,Full-Time,1,Zone A,0,Sales,4,Female,0,Asian,0,Single,2,Fully Meets,1,3,4,5,4
1938,Part-Time,2,Zone A,0,Sales,4,Female,0,Other,3,Single,2,Fully Meets,1,3,1,4,3
1939,Contract,0,Zone C,2,Sales,4,Female,0,Asian,0,Married,1,Fully Meets,1,3,4,5,3
1940,Contract,0,Zone A,0,Sales,4,Female,0,Asian,0,Widowed,3,Fully Meets,1,3,3,4,5
1941,Contract,0,Zone A,0,Sales,4,Female,0,Hispanic,2,Widowed,3,Fully Meets,1,3,3,5,4
1942,Part-Time,2,Zone A,0,Sales,4,Female,0,Other,3,Widowed,3,Fully Meets,1,3,2,4,2
